PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,year,year_str
Channing Frye,POR,78,17.2,6.8,2.8,5.8,48.8,0.0,0.1,30.0,1.1,1.4,78.0,1.4,3.2,4.5,0.7,0.4,0.3,0.7,8.8,2007-01-01,2007
Tyrus Thomas,CHI,74,18.0,6.8,2.5,5.9,42.3,0.0,0.1,16.7,1.7,2.4,74.1,1.4,3.2,4.6,1.2,0.6,1.0,1.0,9.2,2007-01-01,2007
Jarvis Hayes,DET,82,15.7,6.7,2.6,6.1,43.1,0.9,2.4,37.6,0.5,0.7,75.0,0.4,1.7,2.2,0.8,0.6,0.1,0.6,6.0,2007-01-01,2007
Matt Barnes,GSW,73,19.4,6.7,2.6,6.1,42.3,0.7,2.5,29.3,0.8,1.1,74.7,1.3,3.2,4.4,1.9,0.7,0.5,1.2,9.2,2007-01-01,2007
Ronny Turiaf,LAL,78,18.7,6.6,2.4,5.1,47.4,0.0,0.0,0.0,1.8,2.4,75.3,1.2,2.7,3.9,1.6,0.4,1.4,0.9,9.7,2007-01-01,2007
Joakim Noah,CHI,74,20.7,6.6,2.4,5.0,48.2,0.0,0.0,0.0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,10.6,2007-01-01,2007
Tony Allen,BOS,75,18.3,6.6,2.3,5.2,43.4,0.2,0.8,31.6,1.8,2.4,76.2,0.5,1.8,2.2,1.5,0.8,0.3,1.5,6.5,2007-01-01,2007
Jeff Foster,IND,77,24.5,6.4,2.7,4.8,55.0,0.0,0.0,0.0,1.1,1.9,59.3,3.4,5.2,8.7,1.7,0.7,0.4,0.8,14.2,2007-01-01,2007
Kurt Thomas,SAS,70,22.6,6.3,2.8,5.7,49.2,0.0,0.0,0.0,0.8,1.1,66.3,1.9,5.4,7.2,1.0,0.8,0.8,0.7,12.2,2007-01-01,2007
Darius Songaila,WAS,80,19.4,6.2,2.7,5.8,45.8,0.0,0.0,0.0,0.8,0.9,91.8,1.0,2.4,3.4,1.7,0.7,0.2,1.1,7.8,2007-01-01,2007
Erick Dampier,DAL,72,24.4,6.1,2.5,3.8,64.3,0.0,0.0,0.0,1.2,2.0,57.5,2.9,4.6,7.5,0.9,0.3,1.5,1.1,12.9,2007-01-01,2007
Johan Petro,SEA,72,18.2,6.0,2.6,6.1,41.9,0.0,0.0,0.0,0.9,1.2,73.6,1.4,3.8,5.1,0.4,0.5,0.6,1.0,7.8,2007-01-01,2007
Bruce Bowen,SAS,81,30.2,6.0,2.1,5.3,40.7,1.1,2.7,41.9,0.6,0.9,65.2,0.4,2.5,2.9,1.1,0.7,0.3,0.6,6.9,2007-01-01,2007
Eduardo Najera,DEN,78,21.3,5.9,2.2,4.7,47.3,0.7,1.9,36.1,0.8,1.1,70.8,1.4,2.9,4.3,1.2,0.9,0.5,0.8,9.3,2007-01-01,2007
Rodney Carney,PHI,70,14.8,5.8,2.3,5.6,40.3,0.5,1.7,31.7,0.8,1.2,67.9,0.7,1.4,2.1,0.5,0.6,0.3,0.5,5.1,2007-01-01,2007
Corey Brewer,MIN,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80.0,1.0,2.7,3.7,1.4,1.0,0.3,1.1,6.9,2007-01-01,2007
Ime Udoka,SAS,73,18.0,5.8,2.2,5.1,42.4,0.8,2.3,37.0,0.6,0.8,75.9,0.5,2.6,3.1,0.9,0.8,0.2,0.8,6.8,2007-01-01,2007
Jared Dudley,CHA,73,19.0,5.8,2.2,4.8,46.8,0.1,0.6,22.0,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,8.1,2007-01-01,2007
Kris Humphries,TOR,70,13.2,5.7,2.3,4.8,48.3,0.0,0.0,0.0,1.1,1.8,60.5,1.3,2.4,3.7,0.4,0.4,0.4,0.7,6.7,2007-01-01,2007
Sean Williams,NJN,73,17.5,5.6,2.2,4.2,53.8,0.0,0.0,0.0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.5,1.0,8.6,2007-01-01,2007
Royal Ivey,MIL,75,19.2,5.6,2.0,5.0,39.4,0.5,1.4,32.7,1.1,1.6,72.6,0.5,1.1,1.6,2.1,0.6,0.1,1.0,5.5,2007-01-01,2007
Reggie Evans,PHI,81,23.2,5.2,1.9,4.3,43.9,0.0,0.0,100.0,1.5,3.2,46.7,2.8,4.8,7.5,0.8,1.1,0.1,1.3,9.3,2007-01-01,2007
Fabricio Oberto,SAS,82,20.0,4.8,2.2,3.6,60.8,0.0,0.0,0.0,0.5,0.7,60.7,1.9,3.4,5.2,1.2,0.5,0.2,0.6,9.6,2007-01-01,2007
Ben Wallace,CLE,72,30.6,4.8,1.9,4.9,39.2,0.0,0.1,0.0,1.0,2.3,42.6,3.3,5.1,8.4,1.5,1.2,1.6,0.9,12.3,2007-01-01,2007
Joel Przybilla,POR,77,23.6,4.8,1.9,3.2,57.6,0.0,0.0,0.0,1.1,1.6,68.0,2.5,5.9,8.4,0.4,0.2,1.2,1.2,11.9,2007-01-01,2007
Quincy Douby,SAC,74,11.8,4.8,1.8,4.5,39.4,0.6,1.6,34.4,0.6,0.7,92.3,0.2,0.9,1.1,0.7,0.4,0.2,0.8,3.6,2007-01-01,2007
Spencer Hawes,SAC,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19.0,0.5,0.8,65.5,1.0,2.3,3.2,0.6,0.2,0.6,0.8,5.8,2007-01-01,2007
Malik Allen,DAL,73,15.0,4.6,2.2,4.5,48.0,0.0,0.0,50.0,0.3,0.3,92.0,0.9,1.8,2.7,0.6,0.3,0.4,0.6,5.6,2007-01-01,2007
Brevin Knight,LAC,74,22.6,4.6,1.9,4.6,40.4,0.0,0.1,0.0,0.8,1.0,87.3,0.2,1.7,1.9,4.4,1.4,0.1,1.0,8.6,2007-01-01,2007
Jason Smith,PHI,76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1.0,2.0,3.0,0.3,0.3,0.7,0.6,5.5,2007-01-01,2007
Jacque Vaughn,SAS,74,15.4,4.1,1.6,3.8,42.8,0.0,0.1,30.0,0.8,1.1,76.3,0.2,0.8,1.0,2.1,0.3,0.0,0.7,4.4,2007-01-01,2007
Quinton Ross,LAC,76,19.8,4.1,1.7,4.4,39.1,0.1,0.3,42.9,0.5,0.8,66.7,0.7,1.6,2.3,1.2,0.6,0.4,0.4,5.2,2007-01-01,2007
Jared Jeffries,NYK,73,18.2,3.7,1.5,3.7,40.0,0.1,0.3,16.0,0.7,1.3,52.7,1.6,1.7,3.3,0.9,0.5,0.3,0.9,5.0,2007-01-01,2007
Arron Afflalo,DET,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,4.1,2007-01-01,2007
Chuck Hayes,HOU,79,19.9,3.0,1.4,2.8,51.1,0.0,0.0,0.0,0.1,0.3,45.8,1.7,3.7,5.4,1.2,1.1,0.5,0.8,8.9,2007-01-01,2007
DeSagana Diop,NJN,79,16.4,2.9,1.2,2.3,52.2,0.0,0.0,0.0,0.5,0.9,54.3,2.0,2.9,5.0,0.5,0.3,1.1,0.7,7.5,2007-01-01,2007
Sergio Rodriguez,POR,72,8.7,2.5,1.0,2.7,35.2,0.2,0.8,29.3,0.3,0.5,65.8,0.2,0.6,0.8,1.7,0.3,0.0,0.7,2.7,2007-01-01,2007
Adonal Foyle,ORL,82,9.4,1.9,0.9,1.9,45.8,0.0,0.0,0.0,0.2,0.4,47.1,0.9,1.7,2.5,0.2,0.2,0.5,0.4,3.8,2007-01-01,2007
Jason Collins,MEM,74,15.8,1.9,0.7,1.5,46.9,0.0,0.0,0.0,0.5,1.0,45.9,0.9,1.5,2.4,0.3,0.3,0.3,0.6,3.3,2007-01-01,2007
Jarron Collins,UTA,70,10.0,1.7,0.5,1.2,43.9,0.0,0.0,0.0,0.7,1.1,62.2,0.6,1.1,1.7,0.5,0.1,0.1,0.3,2.7,2007-01-01,2007
Dwyane Wade,MIA,79,38.6,30.2,10.8,22.0,49.1,1.1,3.5,31.7,7.5,9.8,76.5,1.1,3.9,5.0,7.5,2.2,1.3,3.4,29.3,2008-01-01,2008
LeBron James,CLE,81,37.7,28.4,9.7,19.9,48.9,1.6,4.7,34.4,7.3,9.4,78.0,1.3,6.3,7.6,7.2,1.7,1.1,3.0,30.9,2008-01-01,2008
Kobe Bryant,LAL,82,36.1,26.8,9.8,20.9,46.7,1.4,4.1,35.1,5.9,6.9,85.6,1.1,4.1,5.2,4.9,1.5,0.5,2.6,24.2,2008-01-01,2008
Dirk Nowitzki,DAL,81,37.7,25.9,9.6,20.0,47.9,0.8,2.1,35.9,6.0,6.7,89.0,1.1,7.3,8.4,2.4,0.8,0.8,1.9,25.1,2008-01-01,2008
Danny Granger,IND,67,36.2,25.8,8.5,19.1,44.7,2.7,6.7,40.4,6.0,6.9,87.8,0.7,4.4,5.1,2.7,1.0,1.4,2.5,22.3,2008-01-01,2008
Kevin Durant,OKC,74,39.0,25.3,8.9,18.8,47.6,1.3,3.1,42.2,6.1,7.1,86.3,1.0,5.5,6.5,2.8,1.3,0.7,3.0,22.7,2008-01-01,2008
Chris Paul,NOH,78,38.5,22.8,8.1,16.1,50.3,0.8,2.3,36.4,5.8,6.7,86.8,0.9,4.7,5.5,11.0,2.8,0.1,3.0,30.5,2008-01-01,2008
Carmelo Anthony,DEN,66,34.5,22.8,8.1,18.3,44.3,1.0,2.6,37.1,5.6,7.1,79.3,1.6,5.2,6.8,3.4,1.1,0.4,3.0,19.8,2008-01-01,2008
Chris Bosh,TOR,77,38.0,22.7,8.0,16.4,48.7,0.2,0.6,24.5,6.5,8.0,81.7,2.8,7.2,10.0,2.5,0.9,1.0,2.3,24.9,2008-01-01,2008
Brandon Roy,POR,78,37.2,22.6,8.1,16.9,48.0,1.1,2.8,37.7,5.3,6.5,82.4,1.3,3.4,4.7,5.1,1.1,0.3,1.9,22.0,2008-01-01,2008
Antawn Jamison,WAS,81,38.2,22.2,8.3,17.8,46.8,1.4,3.9,35.1,4.2,5.6,75.4,2.4,6.5,8.9,1.9,1.2,0.3,1.5,22.1,2008-01-01,2008
Tony Parker,SAS,72,34.1,22.0,8.9,17.5,50.6,0.3,0.9,29.2,3.9,5.0,78.2,0.4,2.7,3.1,6.9,0.9,0.1,2.6,20.6,2008-01-01,2008
Joe Johnson,ATL,79,39.5,21.4,7.8,18.0,43.7,1.9,5.2,36.0,3.8,4.6,82.6,0.8,3.6,4.4,5.8,1.1,0.2,2.5,19.4,2008-01-01,2008
Devin Harris,NJN,69,36.1,21.3,6.6,15.1,43.8,0.9,3.2,29.1,7.2,8.8,82.0,0.4,2.9,3.3,6.9,1.7,0.2,3.1,20.3,2008-01-01,2008
David West,NOH,76,39.2,21.0,8.0,17.0,47.2,0.1,0.3,24.0,4.8,5.5,88.4,2.1,6.4,8.5,2.3,0.6,0.9,2.1,21.5,2008-01-01,2008
Vince Carter,NJN,80,36.8,20.8,7.4,16.8,43.7,1.9,4.9,38.5,4.2,5.1,81.7,0.9,4.2,5.1,4.7,1.0,0.5,2.1,19.6,2008-01-01,2008
Ben Gordon,CHI,82,36.6,20.7,7.3,16.0,45.5,2.1,5.1,41.0,4.0,4.7,86.4,0.6,2.8,3.5,3.4,0.9,0.3,2.4,16.9,2008-01-01,2008
Dwight Howard,ORL,79,35.7,20.6,7.1,12.4,57.2,0.0,0.0,0.0,6.4,10.7,59.4,4.3,9.6,13.8,1.4,1.0,2.9,3.0,27.0,2008-01-01,2008
Paul Pierce,BOS,81,37.5,20.5,6.7,14.6,45.7,1.5,3.8,39.1,5.7,6.8,83.0,0.7,5.0,5.6,3.6,1.0,0.3,2.8,19.2,2008-01-01,2008
Al Harrington,NYK,73,34.9,20.1,7.3,16.6,43.9,2.3,6.4,36.4,3.2,4.0,79.3,1.4,4.9,6.2,1.4,1.2,0.3,2.2,16.9,2008-01-01,2008
Yao Ming,HOU,77,33.6,19.7,7.4,13.4,54.8,0.0,0.0,100.0,4.9,5.7,86.6,2.6,7.2,9.9,1.8,0.4,1.9,3.0,23.8,2008-01-01,2008
Richard Jefferson,MIL,82,35.8,19.6,6.5,14.9,43.9,1.4,3.6,39.7,5.1,6.3,80.5,0.7,3.9,4.6,2.4,0.8,0.2,2.0,16.0,2008-01-01,2008
Jason Terry,DAL,74,33.7,19.6,7.3,15.8,46.3,2.3,6.2,36.6,2.7,3.0,88.0,0.5,1.9,2.4,3.4,1.3,0.3,1.6,16.5,2008-01-01,2008
Tim Duncan,SAS,75,33.6,19.3,7.4,14.8,50.4,0.0,0.0,0.0,4.5,6.4,69.2,2.7,8.0,10.7,3.5,0.5,1.7,2.2,24.2,2008-01-01,2008
Rudy Gay,MEM,79,37.3,18.9,7.2,16.0,45.3,1.1,3.1,35.1,3.3,4.4,76.7,1.4,4.2,5.5,1.7,1.2,0.7,2.6,15.8,2008-01-01,2008
Pau Gasol,LAL,81,37.0,18.9,7.3,12.9,56.7,0.0,0.0,50.0,4.2,5.4,78.1,3.2,6.4,9.6,3.5,0.6,1.0,1.9,24.9,2008-01-01,2008
Andre Iguodala,PHI,82,39.9,18.8,6.6,14.0,47.3,1.0,3.2,30.7,4.6,6.4,72.4,1.1,4.6,5.7,5.3,1.6,0.4,2.7,20.0,2008-01-01,2008
O.J. Mayo,MEM,82,38.0,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3.0,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,14.7,2008-01-01,2008
John Salmons,CHI,79,37.5,18.3,6.5,13.8,47.2,1.6,3.8,41.7,3.6,4.4,83.0,0.7,3.5,4.2,3.2,1.1,0.3,2.1,16.9,2008-01-01,2008
Ray Allen,BOS,79,36.4,18.2,6.3,13.2,48.0,2.5,6.2,40.9,3.0,3.2,95.2,0.8,2.7,3.5,2.8,0.9,0.2,1.7,16.8,2008-01-01,2008
LaMarcus Aldridge,POR,81,37.1,18.1,7.4,15.3,48.4,0.1,0.3,25.0,3.2,4.1,78.1,2.9,4.6,7.5,1.9,1.0,1.0,1.5,19.1,2008-01-01,2008
Mo Williams,CLE,81,35.0,17.8,6.5,13.9,46.7,2.3,5.2,43.6,2.6,2.8,91.2,0.6,2.9,3.4,4.1,0.9,0.1,2.2,16.4,2008-01-01,2008
Shaquille O'Neal,PHX,75,30.0,17.8,6.8,11.2,60.9,0.0,0.0,0.0,4.1,6.9,59.5,2.5,5.9,8.4,1.7,0.7,1.4,2.2,20.6,2008-01-01,2008
Rashard Lewis,ORL,79,36.2,17.7,6.1,13.8,43.9,2.8,7.0,39.7,2.8,3.4,83.6,1.2,4.6,5.7,2.6,1.0,0.6,2.0,17.4,2008-01-01,2008
Chauncey Billups,DEN,79,35.3,17.7,5.2,12.4,41.8,2.1,5.0,40.8,5.3,5.8,91.3,0.4,2.6,3.0,6.4,1.2,0.2,2.2,18.6,2008-01-01,2008
Nate Robinson,NYK,74,29.9,17.2,6.1,13.9,43.7,1.7,5.2,32.5,3.4,4.0,84.1,1.3,2.6,3.9,4.1,1.3,0.1,1.9,16.2,2008-01-01,2008
Mehmet Okur,UTA,72,33.5,17.0,6.0,12.3,48.5,1.3,2.8,44.6,3.8,4.6,81.7,1.7,6.0,7.7,1.7,0.8,0.7,1.8,18.9,2008-01-01,2008
Jason Richardson,PHX,72,33.5,16.8,6.5,13.5,47.7,1.8,4.5,39.7,2.1,2.8,76.9,1.1,3.4,4.4,2.0,1.1,0.4,1.3,15.7,2008-01-01,2008
Al Thornton,LAC,71,37.4,16.8,6.6,14.8,44.6,0.3,1.1,25.3,3.3,4.4,75.4,1.7,3.5,5.2,1.5,0.8,0.9,1.8,14.0,2008-01-01,2008
Hedo Turkoglu,ORL,77,36.6,16.8,5.5,13.3,41.3,1.7,4.9,35.6,4.1,5.1,80.7,0.6,4.7,5.3,4.9,0.8,0.2,2.6,16.6,2008-01-01,2008
Derrick Rose,CHI,81,37.0,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,17.1,2008-01-01,2008
Gerald Wallace,CHA,71,37.6,16.6,5.5,11.4,48.0,0.5,1.8,29.8,5.1,6.4,80.4,1.6,6.2,7.8,2.7,1.7,0.9,2.1,20.5,2008-01-01,2008
Jeff Green,OKC,78,36.8,16.5,6.1,13.7,44.6,1.2,3.2,38.9,3.1,3.9,78.8,1.5,5.1,6.7,2.0,1.0,0.4,2.2,16.0,2008-01-01,2008
Andre Miller,PHI,82,36.3,16.3,6.0,12.7,47.3,0.2,0.6,28.3,4.1,5.0,82.6,1.5,3.0,4.5,6.5,1.3,0.2,2.4,18.8,2008-01-01,2008
Randy Foye,MIN,70,35.6,16.3,5.7,14.0,40.7,1.6,4.4,36.0,3.3,3.9,84.6,0.5,2.6,3.1,4.3,1.0,0.4,2.1,14.0,2008-01-01,2008
Charlie Villanueva,MIL,78,26.9,16.2,6.2,14.0,44.7,1.1,3.3,34.5,2.6,3.1,83.8,2.0,4.7,6.7,1.8,0.6,0.7,1.8,16.0,2008-01-01,2008
Eric Gordon,LAC,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2.0,2.6,2.8,1.0,0.4,2.1,13.8,2008-01-01,2008
David Lee,NYK,81,34.9,16.0,6.4,11.7,54.9,0.0,0.0,0.0,3.1,4.1,75.5,3.2,8.6,11.7,2.1,1.0,0.3,1.9,23.0,2008-01-01,2008
Steve Nash,PHX,74,33.6,15.7,5.8,11.5,50.3,1.5,3.3,43.9,2.6,2.8,93.3,0.3,2.8,3.0,9.7,0.7,0.1,3.4,20.0,2008-01-01,2008
Andrea Bargnani,TOR,78,31.4,15.4,5.5,12.3,45.0,1.5,3.7,40.9,2.8,3.4,83.1,0.9,4.4,5.3,1.2,0.4,1.2,1.7,14.6,2008-01-01,2008
Russell Westbrook,OKC,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,14.7,2008-01-01,2008
Thaddeus Young,PHI,75,34.4,15.3,6.3,12.8,49.5,0.7,2.2,34.1,1.9,2.5,73.5,1.9,3.2,5.0,1.1,1.3,0.3,1.6,14.4,2008-01-01,2008
JR Smith,DEN,81,27.7,15.2,5.2,11.7,44.6,2.2,5.6,39.7,2.5,3.4,75.4,0.5,3.1,3.7,2.8,1.0,0.2,1.9,13.7,2008-01-01,2008
T.J. Ford,IND,74,30.5,14.9,5.6,12.3,45.2,0.5,1.4,33.7,3.3,3.8,87.2,0.8,2.7,3.5,5.3,1.2,0.2,2.4,15.5,2008-01-01,2008
Mike Bibby,ATL,79,34.7,14.9,5.5,12.7,43.5,2.1,5.4,39.0,1.7,2.2,78.9,0.5,3.0,3.5,5.0,1.2,0.1,1.6,15.5,2008-01-01,2008
Nene,DEN,77,32.6,14.6,5.6,9.2,60.4,0.0,0.1,20.0,3.5,4.8,72.3,2.4,5.4,7.8,1.4,1.2,1.3,1.9,19.4,2008-01-01,2008
Wilson Chandler,NYK,82,33.4,14.4,5.5,12.9,43.2,1.3,3.8,32.8,2.1,2.6,79.5,1.1,4.3,5.4,2.1,0.9,0.9,1.7,14.2,2008-01-01,2008
Kelenna Azubuike,GSW,74,32.1,14.4,5.3,11.4,46.4,1.3,2.8,44.8,2.5,3.1,80.8,1.5,3.5,5.0,1.6,0.8,0.7,1.3,14.4,2008-01-01,2008
Troy Murphy,IND,73,34.0,14.3,5.0,10.5,47.5,2.2,4.9,45.0,2.1,2.5,82.6,2.0,9.8,11.8,2.4,0.8,0.5,1.6,22.2,2008-01-01,2008
Leandro Barbosa,PHX,70,24.4,14.2,5.2,10.8,48.2,1.3,3.4,37.5,2.4,2.8,88.1,0.5,2.1,2.6,2.3,1.2,0.1,1.3,13.1,2008-01-01,2008
Tayshaun Prince,DET,82,37.3,14.2,5.6,12.4,45.0,0.7,1.7,39.7,2.3,3.0,77.8,1.6,4.2,5.8,3.1,0.5,0.6,1.2,15.5,2008-01-01,2008
Raymond Felton,CHA,82,37.6,14.2,5.4,13.2,40.8,0.7,2.5,28.5,2.7,3.3,80.5,0.7,3.1,3.8,6.7,1.5,0.4,2.8,15.4,2008-01-01,2008
Michael Beasley,MIA,81,24.8,13.9,5.6,11.8,47.2,0.4,1.0,40.7,2.3,3.0,77.2,1.4,4.1,5.4,1.0,0.5,0.5,1.5,12.9,2008-01-01,2008
Ronnie Brewer,UTA,81,32.2,13.7,5.2,10.2,50.8,0.3,1.0,25.9,3.0,4.3,70.2,1.2,2.5,3.7,2.2,1.7,0.4,1.4,14.0,2008-01-01,2008
Paul Millsap,UTA,76,30.1,13.5,5.3,9.9,53.4,0.0,0.1,0.0,3.0,4.3,69.9,3.3,5.3,8.6,1.8,1.0,1.0,1.7,18.4,2008-01-01,2008
Rodney Stuckey,DET,79,31.9,13.4,5.1,11.6,43.9,0.3,1.0,29.5,2.9,3.7,80.3,0.9,2.6,3.5,4.9,1.0,0.1,2.2,13.5,2008-01-01,2008
Ryan Gomes,MIN,82,31.9,13.3,5.1,11.9,43.1,1.3,3.5,37.2,1.8,2.2,80.7,1.3,3.5,4.8,1.6,0.8,0.3,1.6,12.0,2008-01-01,2008
Boris Diaw,CHA,81,34.0,13.2,5.5,10.9,50.7,0.9,2.2,41.4,1.2,1.8,68.7,1.5,3.9,5.3,4.1,0.8,0.7,2.7,15.5,2008-01-01,2008
Emeka Okafor,CHA,82,32.8,13.2,5.3,9.4,56.1,0.0,0.0,0.0,2.7,4.5,59.3,3.4,6.7,10.1,0.6,0.6,1.7,1.8,18.5,2008-01-01,2008
Jarrett Jack,IND,82,33.1,13.1,4.7,10.4,45.3,1.0,2.7,35.3,2.7,3.2,85.2,0.5,2.8,3.4,4.1,1.1,0.2,2.2,13.5,2008-01-01,2008
Brook Lopez,NJN,82,30.5,13.0,5.5,10.3,53.1,0.0,0.0,0.0,2.1,2.6,79.3,2.7,5.4,8.1,1.0,0.5,1.8,1.8,17.4,2008-01-01,2008
Lou Williams,PHI,81,23.7,12.8,4.1,10.4,39.8,0.8,2.7,28.6,3.8,4.8,79.0,0.4,1.6,2.0,3.0,1.0,0.2,1.9,9.9,2008-01-01,2008
Travis Outlaw,POR,81,27.7,12.8,4.8,10.5,45.3,1.1,2.9,37.7,2.2,3.0,72.3,0.9,3.2,4.1,1.0,0.6,0.7,1.2,11.4,2008-01-01,2008
Luis Scola,HOU,82,30.3,12.7,5.2,9.7,53.1,0.0,0.0,0.0,2.4,3.1,76.0,2.4,6.3,8.8,1.5,0.8,0.1,1.5,17.1,2008-01-01,2008
Ramon Sessions,MIL,79,27.5,12.4,4.4,9.8,44.5,0.1,0.4,17.6,3.6,4.5,79.4,0.8,2.6,3.4,5.7,1.1,0.1,1.9,14.3,2008-01-01,2008
Flip Murray,ATL,80,24.7,12.2,4.4,9.9,44.7,1.1,3.0,36.0,2.2,2.9,76.0,0.3,1.8,2.1,2.0,1.1,0.2,1.6,9.8,2008-01-01,2008
Grant Hill,PHX,82,29.8,12.0,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,0.8,4.2,4.9,2.3,1.1,0.7,1.5,14.6,2008-01-01,2008
Rajon Rondo,BOS,80,33.0,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,1.3,4.0,5.2,8.2,1.9,0.1,2.6,18.8,2008-01-01,2008
Marc Gasol,MEM,82,30.7,11.9,4.3,8.1,53.0,0.0,0.0,0.0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,0.8,1.1,2.0,15.9,2008-01-01,2008
Brad Miller,CHI,70,30.0,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,2.1,5.6,7.8,3.3,0.7,0.5,1.9,17.1,2008-01-01,2008
Roger Mason Jr.,SAS,82,30.4,11.8,4.3,10.0,42.5,2.0,4.8,42.1,1.3,1.4,89.0,0.2,2.9,3.1,2.1,0.5,0.1,1.2,10.5,2008-01-01,2008
D.J. Augustin,CHA,72,26.5,11.8,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0.0,1.7,10.8,2008-01-01,2008
Rafer Alston,ORL,77,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2.0,2.7,75.0,0.4,2.5,2.9,5.3,1.4,0.1,1.8,12.4,2008-01-01,2008
Hakim Warrick,MEM,82,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,1.6,3.4,5.0,0.8,0.6,0.5,1.2,11.6,2008-01-01,2008
Andres Nocioni,SAC,76,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,0.7,4.0,4.8,1.3,0.5,0.4,1.5,11.2,2008-01-01,2008
Spencer Hawes,SAC,77,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,0.6,1.2,2.1,14.0,2008-01-01,2008
Lamar Odom,LAL,78,29.7,11.3,4.4,9.0,49.2,0.4,1.3,32.0,2.1,3.3,62.3,2.3,5.9,8.2,2.6,1.0,1.3,1.8,16.8,2008-01-01,2008
Rasual Butler,NOH,82,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39.0,1.0,1.3,78.2,0.6,2.7,3.3,0.9,0.6,0.7,0.7,10.3,2008-01-01,2008
Aaron Brooks,HOU,80,25.0,11.2,4.0,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,0.4,1.6,2.0,3.0,0.6,0.1,1.6,9.1,2008-01-01,2008
Chris Duhon,NYK,79,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,0.6,2.5,3.1,7.2,0.9,0.1,2.8,14.3,2008-01-01,2008
Kevin Love,MIN,81,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,0.4,0.6,1.5,15.3,2008-01-01,2008
Jason Thompson,SAC,82,28.1,11.1,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,13.6,2008-01-01,2008
Beno Udrih,SAC,73,31.1,11.0,4.4,9.5,46.1,0.5,1.5,31.0,1.7,2.1,82.0,0.6,2.4,3.0,4.7,1.1,0.2,2.2,12.3,2008-01-01,2008
Mike Conley,MEM,82,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2.0,2.4,81.7,0.3,3.1,3.4,4.3,1.1,0.1,1.7,12.6,2008-01-01,2008
Nick Young,WAS,82,22.4,10.9,4.1,9.2,44.4,0.7,2.0,34.1,2.0,2.4,85.0,0.4,1.5,1.8,1.2,0.5,0.2,1.1,8.0,2008-01-01,2008
Tyrus Thomas,CHI,79,27.5,10.8,3.9,8.6,45.1,0.0,0.1,33.3,3.0,3.8,78.3,1.9,4.6,6.4,1.0,1.2,1.9,1.6,14.1,2008-01-01,2008
Anthony Parker,TOR,80,33.0,10.7,4.0,9.4,42.6,1.2,3.0,39.0,1.5,1.8,83.4,0.6,3.4,4.0,3.4,1.3,0.2,1.4,12.3,2008-01-01,2008
Udonis Haslem,MIA,75,34.1,10.6,4.4,8.6,51.8,0.0,0.0,0.0,1.7,2.3,75.3,2.3,6.0,8.2,1.1,0.6,0.3,1.1,15.1,2008-01-01,2008
